year_lag1,itl221cd,current_nc_year,previous_nc_year,previous_headcount
2022,TLF3,year_group_7,year_group_6,8571
2023,TLF3,year_group_7,year_group_6,8820
2012,TLD3,year_group_7,year_group_6,28651
2013,TLD3,year_group_7,year_group_6,28146
2014,TLD3,year_group_7,year_group_6,28377
2015,TLD3,year_group_7,year_group_6,29252
2016,TLD3,year_group_7,year_group_6,30745
2017,TLD3,year_group_7,year_group_6,31771
2018,TLD3,year_group_7,year_group_6,32913
2019,TLD3,year_group_7,year_group_6,33761
2020,TLD3,year_group_7,year_group_6,34857
2021,TLD3,year_group_7,year_group_6,35077
2022,TLD3,year_group_7,year_group_6,35664
2023,TLD3,year_group_7,year_group_6,36408
2012,TLE3,year_group_7,year_group_6,13654
2013,TLE3,year_group_7,year_group_6,13405
2014,TLE3,year_group_7,year_group_6,13322
2015,TLE3,year_group_7,year_group_6,13743
2016,TLE3,year_group_7,year_group_6,14194
2017,TLE3,year_group_7,year_group_6,14471
2018,TLE3,year_group_7,year_group_6,14736
2019,TLE3,year_group_7,year_group_6,15126
2020,TLE3,year_group_7,year_group_6,15766
2021,TLE3,year_group_7,year_group_6,15614
2022,TLE3,year_group_7,year_group_6,15844
2023,TLE3,year_group_7,year_group_6,16113
2012,TLG3,year_group_7,year_group_6,31163
2013,TLG3,year_group_7,year_group_6,30896
2014,TLG3,year_group_7,year_group_6,30828
2015,TLG3,year_group_7,year_group_6,32468
2016,TLG3,year_group_7,year_group_6,33682
2017,TLG3,year_group_7,year_group_6,34457
2018,TLG3,year_group_7,year_group_6,35267
2019,TLG3,year_group_7,year_group_6,36108
2020,TLG3,year_group_7,year_group_6,37756
2021,TLG3,year_group_7,year_group_6,37244
2022,TLG3,year_group_7,year_group_6,37579
2023,TLG3,year_group_7,year_group_6,38815
2012,TLE4,year_group_7,year_group_6,23917
2013,TLE4,year_group_7,year_group_6,23549
2014,TLE4,year_group_7,year_group_6,23848
2015,TLE4,year_group_7,year_group_6,24592
2016,TLE4,year_group_7,year_group_6,25588
2017,TLE4,year_group_7,year_group_6,26159
2018,TLE4,year_group_7,year_group_6,27152
2019,TLE4,year_group_7,year_group_6,27574
2020,TLE4,year_group_7,year_group_6,28707
2021,TLE4,year_group_7,year_group_6,28820
2022,TLE4,year_group_7,year_group_6,29670
2023,TLE4,year_group_7,year_group_6,29720
2012,TLI3,year_group_7,year_group_6,6751
2013,TLI3,year_group_7,year_group_6,6800
2014,TLI3,year_group_7,year_group_6,6803
2015,TLI3,year_group_7,year_group_6,7221
2016,TLI3,year_group_7,year_group_6,7472
2017,TLI3,year_group_7,year_group_6,7548
2018,TLI3,year_group_7,year_group_6,7722
2019,TLI3,year_group_7,year_group_6,8012
2020,TLI3,year_group_7,year_group_6,8138
2021,TLI3,year_group_7,year_group_6,7942
2022,TLI3,year_group_7,year_group_6,7838
2023,TLI3,year_group_7,year_group_6,7740
2012,TLI5,year_group_7,year_group_6,20067
2013,TLI5,year_group_7,year_group_6,19880
2014,TLI5,year_group_7,year_group_6,19899
2015,TLI5,year_group_7,year_group_6,20927
2016,TLI5,year_group_7,year_group_6,21547
2017,TLI5,year_group_7,year_group_6,22179
2018,TLI5,year_group_7,year_group_6,22272
2019,TLI5,year_group_7,year_group_6,23061
2020,TLI5,year_group_7,year_group_6,23621
2021,TLI5,year_group_7,year_group_6,23237
2022,TLI5,year_group_7,year_group_6,23435
2023,TLI5,year_group_7,year_group_6,23624
2012,TLI7,year_group_7,year_group_6,18445
2013,TLI7,year_group_7,year_group_6,17969
2014,TLI7,year_group_7,year_group_6,18365
2015,TLI7,year_group_7,year_group_6,19319
2016,TLI7,year_group_7,year_group_6,19868
2017,TLI7,year_group_7,year_group_6,20681
2018,TLI7,year_group_7,year_group_6,21052
2019,TLI7,year_group_7,year_group_6,21740
2020,TLI7,year_group_7,year_group_6,23065
2021,TLI7,year_group_7,year_group_6,22748
2022,TLI7,year_group_7,year_group_6,22973
2023,TLI7,year_group_7,year_group_6,23351
2012,TLI6,year_group_7,year_group_6,12662
2013,TLI6,year_group_7,year_group_6,12474
2014,TLI6,year_group_7,year_group_6,12309
2015,TLI6,year_group_7,year_group_6,12789
2016,TLI6,year_group_7,year_group_6,13329
2017,TLI6,year_group_7,year_group_6,13541
2018,TLI6,year_group_7,year_group_6,13727
2019,TLI6,year_group_7,year_group_6,14663
2020,TLI6,year_group_7,year_group_6,15209
2021,TLI6,year_group_7,year_group_6,14806
2022,TLI6,year_group_7,year_group_6,15105
2023,TLI6,year_group_7,year_group_6,15109
2012,TLI4,year_group_7,year_group_6,18492
2013,TLI4,year_group_7,year_group_6,18523
2014,TLI4,year_group_7,year_group_6,18949
2015,TLI4,year_group_7,year_group_6,20118
2016,TLI4,year_group_7,year_group_6,20661
2017,TLI4,year_group_7,year_group_6,21223
2018,TLI4,year_group_7,year_group_6,21519
2019,TLI4,year_group_7,year_group_6,22346
2020,TLI4,year_group_7,year_group_6,22802
2021,TLI4,year_group_7,year_group_6,22077
2022,TLI4,year_group_7,year_group_6,22084
2023,TLI4,year_group_7,year_group_6,22178
2012,TLC1,year_group_8,year_group_7,12559
2013,TLC1,year_group_8,year_group_7,12099
2014,TLC1,year_group_8,year_group_7,11511
2015,TLC1,year_group_8,year_group_7,11555
2016,TLC1,year_group_8,year_group_7,11968
2017,TLC1,year_group_8,year_group_7,12431
2018,TLC1,year_group_8,year_group_7,12779
2019,TLC1,year_group_8,year_group_7,13060
2020,TLC1,year_group_8,year_group_7,13197
2021,TLC1,year_group_8,year_group_7,13606
2022,TLC1,year_group_8,year_group_7,13235
2023,TLC1,year_group_8,year_group_7,13865
2012,TLD7,year_group_8,year_group_7,16073
2013,TLD7,year_group_8,year_group_7,15396
2014,TLD7,year_group_8,year_group_7,15225
2015,TLD7,year_group_8,year_group_7,14862
2016,TLD7,year_group_8,year_group_7,15274
2017,TLD7,year_group_8,year_group_7,15654
2018,TLD7,year_group_8,year_group_7,15801
2019,TLD7,year_group_8,year_group_7,16383
2020,TLD7,year_group_8,year_group_7,16403
2021,TLD7,year_group_8,year_group_7,17082
2022,TLD7,year_group_8,year_group_7,16829
2023,TLD7,year_group_8,year_group_7,17176
2012,TLD6,year_group_8,year_group_7,9836
2013,TLD6,year_group_8,year_group_7,9432
2014,TLD6,year_group_8,year_group_7,9113
2015,TLD6,year_group_8,year_group_7,9103
2016,TLD6,year_group_8,year_group_7,9349
2017,TLD6,year_group_8,year_group_7,9595
2018,TLD6,year_group_8,year_group_7,9962
2019,TLD6,year_group_8,year_group_7,9967
2020,TLD6,year_group_8,year_group_7,10301
2021,TLD6,year_group_8,year_group_7,10663
2022,TLD6,year_group_8,year_group_7,10570
2023,TLD6,year_group_8,year_group_7,10934
2012,TLD4,year_group_8,year_group_7,15870
2013,TLD4,year_group_8,year_group_7,15314
2014,TLD4,year_group_8,year_group_7,15259
2015,TLD4,year_group_8,year_group_7,14919
2016,TLD4,year_group_8,year_group_7,15461
2017,TLD4,year_group_8,year_group_7,16071
2018,TLD4,year_group_8,year_group_7,16607
2019,TLD4,year_group_8,year_group_7,16363
2020,TLD4,year_group_8,year_group_7,16909
2021,TLD4,year_group_8,year_group_7,17380
2022,TLD4,year_group_8,year_group_7,17505
2023,TLD4,year_group_8,year_group_7,17522
2012,TLE1,year_group_8,year_group_7,9776
2013,TLE1,year_group_8,year_group_7,9256
2014,TLE1,year_group_8,year_group_7,9269
2015,TLE1,year_group_8,year_group_7,8998
2016,TLE1,year_group_8,year_group_7,9093
2017,TLE1,year_group_8,year_group_7,9669
2018,TLE1,year_group_8,year_group_7,9934
2019,TLE1,year_group_8,year_group_7,9992
2020,TLE1,year_group_8,year_group_7,10324
2021,TLE1,year_group_8,year_group_7,10642
2022,TLE1,year_group_8,year_group_7,10539
2023,TLE1,year_group_8,year_group_7,10710
2012,TLE2,year_group_8,year_group_7,8193
2013,TLE2,year_group_8,year_group_7,7885
2014,TLE2,year_group_8,year_group_7,7640
2015,TLE2,year_group_8,year_group_7,7692
2016,TLE2,year_group_8,year_group_7,7999
2017,TLE2,year_group_8,year_group_7,8050
2018,TLE2,year_group_8,year_group_7,8169
2019,TLE2,year_group_8,year_group_7,8281
2020,TLE2,year_group_8,year_group_7,8178
2021,TLE2,year_group_8,year_group_7,8567
2022,TLE2,year_group_8,year_group_7,8406
2023,TLE2,year_group_8,year_group_7,8495
2012,TLF1,year_group_8,year_group_7,22026
2013,TLF1,year_group_8,year_group_7,21097
2014,TLF1,year_group_8,year_group_7,20498
2015,TLF1,year_group_8,year_group_7,20287
2016,TLF1,year_group_8,year_group_7,20998
2017,TLF1,year_group_8,year_group_7,21703
2018,TLF1,year_group_8,year_group_7,21937
2019,TLF1,year_group_8,year_group_7,22604
2020,TLF1,year_group_8,year_group_7,23406
2021,TLF1,year_group_8,year_group_7,24245
2022,TLF1,year_group_8,year_group_7,24388
2023,TLF1,year_group_8,year_group_7,25100
2012,TLF2,year_group_8,year_group_7,18746
2013,TLF2,year_group_8,year_group_7,18321
2014,TLF2,year_group_8,year_group_7,17754
2015,TLF2,year_group_8,year_group_7,17943
2016,TLF2,year_group_8,year_group_7,18638
2017,TLF2,year_group_8,year_group_7,19271
2018,TLF2,year_group_8,year_group_7,19763
2019,TLF2,year_group_8,year_group_7,20293
2020,TLF2,year_group_8,year_group_7,21007
2021,TLF2,year_group_8,year_group_7,21746
2022,TLF2,year_group_8,year_group_7,21706
2023,TLF2,year_group_8,year_group_7,22138
2012,TLG1,year_group_8,year_group_7,13330
2013,TLG1,year_group_8,year_group_7,13002
2014,TLG1,year_group_8,year_group_7,12725
2015,TLG1,year_group_8,year_group_7,12508
2016,TLG1,year_group_8,year_group_7,12966
2017,TLG1,year_group_8,year_group_7,13476
2018,TLG1,year_group_8,year_group_7,13842
2019,TLG1,year_group_8,year_group_7,13796
2020,TLG1,year_group_8,year_group_7,14401
2021,TLG1,year_group_8,year_group_7,14619
2022,TLG1,year_group_8,year_group_7,14632
2023,TLG1,year_group_8,year_group_7,15031
2012,TLG2,year_group_8,year_group_7,16342
2013,TLG2,year_group_8,year_group_7,15997
2014,TLG2,year_group_8,year_group_7,15330
2015,TLG2,year_group_8,year_group_7,15299
2016,TLG2,year_group_8,year_group_7,15764
2017,TLG2,year_group_8,year_group_7,16425
2018,TLG2,year_group_8,year_group_7,16608
2019,TLG2,year_group_8,year_group_7,16433
2020,TLG2,year_group_8,year_group_7,17461
2021,TLG2,year_group_8,year_group_7,18235
2022,TLG2,year_group_8,year_group_7,17867
2023,TLG2,year_group_8,year_group_7,17978
2012,TLK1,year_group_8,year_group_7,24169
2013,TLK1,year_group_8,year_group_7,23426
2014,TLK1,year_group_8,year_group_7,22973
2015,TLK1,year_group_8,year_group_7,22724
2016,TLK1,year_group_8,year_group_7,23680
2017,TLK1,year_group_8,year_group_7,24041
2018,TLK1,year_group_8,year_group_7,24401
2019,TLK1,year_group_8,year_group_7,24785
2020,TLK1,year_group_8,year_group_7,25894
2021,TLK1,year_group_8,year_group_7,26939
2022,TLK1,year_group_8,year_group_7,26513
2023,TLK1,year_group_8,year_group_7,27600
2012,TLK4,year_group_8,year_group_7,11426
2013,TLK4,year_group_8,year_group_7,10987
2014,TLK4,year_group_8,year_group_7,10539
2015,TLK4,year_group_8,year_group_7,10471
2016,TLK4,year_group_8,year_group_7,10893
2017,TLK4,year_group_8,year_group_7,11118
2018,TLK4,year_group_8,year_group_7,11428
2019,TLK4,year_group_8,year_group_7,11574
2020,TLK4,year_group_8,year_group_7,11779
2021,TLK4,year_group_8,year_group_7,11943
2022,TLK4,year_group_8,year_group_7,12058
2023,TLK4,year_group_8,year_group_7,12159
2012,TLH1,year_group_8,year_group_7,23848
2013,TLH1,year_group_8,year_group_7,23066
2014,TLH1,year_group_8,year_group_7,22719
2015,TLH1,year_group_8,year_group_7,22369
2016,TLH1,year_group_8,year_group_7,23186
2017,TLH1,year_group_8,year_group_7,23953
2018,TLH1,year_group_8,year_group_7,24306
2019,TLH1,year_group_8,year_group_7,24296
2020,TLH1,year_group_8,year_group_7,25493
2021,TLH1,year_group_8,year_group_7,26604
2022,TLH1,year_group_8,year_group_7,26357
2023,TLH1,year_group_8,year_group_7,26863
2012,TLH2,year_group_8,year_group_7,19763
2013,TLH2,year_group_8,year_group_7,19464
2014,TLH2,year_group_8,year_group_7,19684
2015,TLH2,year_group_8,year_group_7,19575
2016,TLH2,year_group_8,year_group_7,20364
2017,TLH2,year_group_8,year_group_7,20735
2018,TLH2,year_group_8,year_group_7,21072
2019,TLH2,year_group_8,year_group_7,21644
2020,TLH2,year_group_8,year_group_7,22531
2021,TLH2,year_group_8,year_group_7,23465
2022,TLH2,year_group_8,year_group_7,23286
2023,TLH2,year_group_8,year_group_7,23923
2012,TLH3,year_group_8,year_group_7,19137
2013,TLH3,year_group_8,year_group_7,18447
2014,TLH3,year_group_8,year_group_7,18227
2015,TLH3,year_group_8,year_group_7,17849
2016,TLH3,year_group_8,year_group_7,18449
2017,TLH3,year_group_8,year_group_7,19403
2018,TLH3,year_group_8,year_group_7,19345
2019,TLH3,year_group_8,year_group_7,19895
2020,TLH3,year_group_8,year_group_7,20538
2021,TLH3,year_group_8,year_group_7,21256
2022,TLH3,year_group_8,year_group_7,21191
2023,TLH3,year_group_8,year_group_7,21756
2012,TLJ4,year_group_8,year_group_7,19137
2013,TLJ4,year_group_8,year_group_7,18515
2014,TLJ4,year_group_8,year_group_7,18365
2015,TLJ4,year_group_8,year_group_7,18500
2016,TLJ4,year_group_8,year_group_7,18953
2017,TLJ4,year_group_8,year_group_7,19310
2018,TLJ4,year_group_8,year_group_7,19734
2019,TLJ4,year_group_8,year_group_7,20501
2020,TLJ4,year_group_8,year_group_7,21132
2021,TLJ4,year_group_8,year_group_7,21824
2022,TLJ4,year_group_8,year_group_7,22212
2023,TLJ4,year_group_8,year_group_7,22586
2012,TLJ1,year_group_8,year_group_7,23733
2013,TLJ1,year_group_8,year_group_7,23269
2014,TLJ1,year_group_8,year_group_7,23268
2015,TLJ1,year_group_8,year_group_7,23010
2016,TLJ1,year_group_8,year_group_7,24276
2017,TLJ1,year_group_8,year_group_7,25080
2018,TLJ1,year_group_8,year_group_7,25453
2019,TLJ1,year_group_8,year_group_7,26151
2020,TLJ1,year_group_8,year_group_7,27314
2021,TLJ1,year_group_8,year_group_7,28724
2022,TLJ1,year_group_8,year_group_7,28488
2023,TLJ1,year_group_8,year_group_7,29381
2012,TLJ2,year_group_8,year_group_7,26138
2013,TLJ2,year_group_8,year_group_7,25308
2014,TLJ2,year_group_8,year_group_7,24892
2015,TLJ2,year_group_8,year_group_7,24345
2016,TLJ2,year_group_8,year_group_7,25505
2017,TLJ2,year_group_8,year_group_7,26198
2018,TLJ2,year_group_8,year_group_7,26024
2019,TLJ2,year_group_8,year_group_7,26873
2020,TLJ2,year_group_8,year_group_7,27960
2021,TLJ2,year_group_8,year_group_7,28751
2022,TLJ2,year_group_8,year_group_7,28613
2023,TLJ2,year_group_8,year_group_7,29158
2012,TLJ3,year_group_8,year_group_7,18687
2013,TLJ3,year_group_8,year_group_7,18015
2014,TLJ3,year_group_8,year_group_7,17425
2015,TLJ3,year_group_8,year_group_7,17194
2016,TLJ3,year_group_8,year_group_7,17674
2017,TLJ3,year_group_8,year_group_7,18148
2018,TLJ3,year_group_8,year_group_7,18709
2019,TLJ3,year_group_8,year_group_7,18753
2020,TLJ3,year_group_8,year_group_7,19442
2021,TLJ3,year_group_8,year_group_7,19873
2022,TLJ3,year_group_8,year_group_7,19941
2023,TLJ3,year_group_8,year_group_7,20501
2012,TLK3,year_group_8,year_group_7,5604
2013,TLK3,year_group_8,year_group_7,5479
2014,TLK3,year_group_8,year_group_7,5281
2015,TLK3,year_group_8,year_group_7,5188
2016,TLK3,year_group_8,year_group_7,5254
2017,TLK3,year_group_8,year_group_7,5334
2018,TLK3,year_group_8,year_group_7,5478
2019,TLK3,year_group_8,year_group_7,5622
2020,TLK3,year_group_8,year_group_7,5801
2021,TLK3,year_group_8,year_group_7,5852
2022,TLK3,year_group_8,year_group_7,5894
2023,TLK3,year_group_8,year_group_7,5919
2012,TLC2,year_group_8,year_group_7,14455
2013,TLC2,year_group_8,year_group_7,13888
2014,TLC2,year_group_8,year_group_7,13746
2015,TLC2,year_group_8,year_group_7,13408
2016,TLC2,year_group_8,year_group_7,13893
2017,TLC2,year_group_8,year_group_7,14077
2018,TLC2,year_group_8,year_group_7,14335
2019,TLC2,year_group_8,year_group_7,14645
2020,TLC2,year_group_8,year_group_7,14782
2021,TLC2,year_group_8,year_group_7,15399
2022,TLC2,year_group_8,year_group_7,15237
2023,TLC2,year_group_8,year_group_7,15385
2012,TLK2,year_group_8,year_group_7,12663
2013,TLK2,year_group_8,year_group_7,12363
2014,TLK2,year_group_8,year_group_7,11814
2015,TLK2,year_group_8,year_group_7,11578
2016,TLK2,year_group_8,year_group_7,12305
2017,TLK2,year_group_8,year_group_7,12274
2018,TLK2,year_group_8,year_group_7,12410
2019,TLK2,year_group_8,year_group_7,12585
2020,TLK2,year_group_8,year_group_7,12974
2021,TLK2,year_group_8,year_group_7,13470
2022,TLK2,year_group_8,year_group_7,13500
2023,TLK2,year_group_8,year_group_7,13677
2012,TLD1,year_group_8,year_group_7,5308
2013,TLD1,year_group_8,year_group_7,5125
2014,TLD1,year_group_8,year_group_7,4956
2015,TLD1,year_group_8,year_group_7,4837
2016,TLD1,year_group_8,year_group_7,5044
2017,TLD1,year_group_8,year_group_7,5194
2018,TLD1,year_group_8,year_group_7,5118
2019,TLD1,year_group_8,year_group_7,5273
2020,TLD1,year_group_8,year_group_7,5307
2021,TLD1,year_group_8,year_group_7,5469
2022,TLD1,year_group_8,year_group_7,5486
2023,TLD1,year_group_8,year_group_7,5489
2012,TLF3,year_group_8,year_group_7,8050
2013,TLF3,year_group_8,year_group_7,7770
2014,TLF3,year_group_8,year_group_7,7495
2015,TLF3,year_group_8,year_group_7,7227
2016,TLF3,year_group_8,year_group_7,7655
2017,TLF3,year_group_8,year_group_7,7703
2018,TLF3,year_group_8,year_group_7,7874
2019,TLF3,year_group_8,year_group_7,8062
2020,TLF3,year_group_8,year_group_7,8180
2021,TLF3,year_group_8,year_group_7,8570
2022,TLF3,year_group_8,year_group_7,8452
2023,TLF3,year_group_8,year_group_7,8642
2012,TLD3,year_group_8,year_group_7,29310
2013,TLD3,year_group_8,year_group_7,28678
2014,TLD3,year_group_8,year_group_7,28273
2015,TLD3,year_group_8,year_group_7,28588
2016,TLD3,year_group_8,year_group_7,29462
2017,TLD3,year_group_8,year_group_7,30936
2018,TLD3,year_group_8,year_group_7,31832
2019,TLD3,year_group_8,year_group_7,32908
2020,TLD3,year_group_8,year_group_7,33839
2021,TLD3,year_group_8,year_group_7,34764
2022,TLD3,year_group_8,year_group_7,35386
2023,TLD3,year_group_8,year_group_7,35915
2012,TLE3,year_group_8,year_group_7,14078
2013,TLE3,year_group_8,year_group_7,13736
2014,TLE3,year_group_8,year_group_7,13443
2015,TLE3,year_group_8,year_group_7,13362
2016,TLE3,year_group_8,year_group_7,13712
2017,TLE3,year_group_8,year_group_7,14138
2018,TLE3,year_group_8,year_group_7,14437
2019,TLE3,year_group_8,year_group_7,14702
2020,TLE3,year_group_8,year_group_7,15076
2021,TLE3,year_group_8,year_group_7,15686
2022,TLE3,year_group_8,year_group_7,15619
2023,TLE3,year_group_8,year_group_7,15823
2012,TLG3,year_group_8,year_group_7,31743
2013,TLG3,year_group_8,year_group_7,31220
2014,TLG3,year_group_8,year_group_7,31103
2015,TLG3,year_group_8,year_group_7,31104
2016,TLG3,year_group_8,year_group_7,32726
2017,TLG3,year_group_8,year_group_7,34008
2018,TLG3,year_group_8,year_group_7,34506
2019,TLG3,year_group_8,year_group_7,35424
2020,TLG3,year_group_8,year_group_7,36170
2021,TLG3,year_group_8,year_group_7,37659
2022,TLG3,year_group_8,year_group_7,37497
2023,TLG3,year_group_8,year_group_7,37880
2012,TLE4,year_group_8,year_group_7,24673
2013,TLE4,year_group_8,year_group_7,23944
2014,TLE4,year_group_8,year_group_7,23674
2015,TLE4,year_group_8,year_group_7,24000
2016,TLE4,year_group_8,year_group_7,24582
2017,TLE4,year_group_8,year_group_7,25668
2018,TLE4,year_group_8,year_group_7,26287
2019,TLE4,year_group_8,year_group_7,27184
2020,TLE4,year_group_8,year_group_7,27547
2021,TLE4,year_group_8,year_group_7,28571
2022,TLE4,year_group_8,year_group_7,28834
2023,TLE4,year_group_8,year_group_7,29730
2012,TLI3,year_group_8,year_group_7,6580
2013,TLI3,year_group_8,year_group_7,6791
2014,TLI3,year_group_8,year_group_7,6843
2015,TLI3,year_group_8,year_group_7,6851
2016,TLI3,year_group_8,year_group_7,7278
2017,TLI3,year_group_8,year_group_7,7511
2018,TLI3,year_group_8,year_group_7,7531
2019,TLI3,year_group_8,year_group_7,7700
2020,TLI3,year_group_8,year_group_7,7973
2021,TLI3,year_group_8,year_group_7,8034
2022,TLI3,year_group_8,year_group_7,7912
2023,TLI3,year_group_8,year_group_7,7861
2012,TLI5,year_group_8,year_group_7,20356
2013,TLI5,year_group_8,year_group_7,20142
2014,TLI5,year_group_8,year_group_7,20038
2015,TLI5,year_group_8,year_group_7,20043
2016,TLI5,year_group_8,year_group_7,21009
2017,TLI5,year_group_8,year_group_7,21511
2018,TLI5,year_group_8,year_group_7,22031
2019,TLI5,year_group_8,year_group_7,22212
2020,TLI5,year_group_8,year_group_7,23006
2021,TLI5,year_group_8,year_group_7,23550
2022,TLI5,year_group_8,year_group_7,23242
2023,TLI5,year_group_8,year_group_7,23537
2012,TLI7,year_group_8,year_group_7,18527
2013,TLI7,year_group_8,year_group_7,18556
2014,TLI7,year_group_8,year_group_7,18145
2015,TLI7,year_group_8,year_group_7,18629
